id,title,description,availability,condition,price,link,image_link,brand,video[0].url,video[1].url,video[2].url,video[3].url,video[4].url,video[5].url,video[6].url,video[7].url,video[8].url,video[9].url,video[10].url,video[11].url,video[0].tag[0]
prod_011,Merino Wool Sweater,"Fine-gauge merino wool crewneck sweater. Breathable, temperature-regulating, and itch-free.",in stock,new,99.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_011,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_011.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_011_drift_1x1.mp4,apparel
prod_012,Linen Button-Down Shirt,Breathable European linen shirt with a relaxed fit. Perfect for warm-weather layering.,in stock,new,54.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_012,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_012.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_012_drift_1x1.mp4,apparel
prod_013,Quilted Puffer Vest,Lightweight quilted puffer vest with a water-repellent shell and zippered hand pockets.,in stock,new,89.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_013,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_013.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_013_drift_1x1.mp4,outerwear
prod_014,Waterproof Rain Parka,Fully seam-sealed rain parka with an adjustable hood and ventilated back yoke.,in stock,new,159.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_014,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_014.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_014_drift_1x1.mp4,outerwear
prod_015,Canvas Tote Bag,Heavyweight organic-cotton canvas tote with reinforced handles and an interior pocket.,in stock,new,39.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_015,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_015.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_015_drift_1x1.mp4,bags
prod_016,Rolling Weekender Duffel,"Spacious weekender duffel with smooth-glide wheels, a trolley sleeve, and a shoe compartment.",in stock,new,179.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_016,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_016.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_016_drift_1x1.mp4,bags
prod_017,Minimalist Analog Watch,Slim 38mm analog watch with sapphire crystal and a genuine leather strap.,in stock,new,199.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_017,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_017.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_017_drift_1x1.mp4,accessories
prod_018,Woven Leather Belt,Full-grain woven leather belt with a brushed-nickel buckle. Adjusts to any notch.,in stock,new,44.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_018,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_018.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_018_drift_1x1.mp4,accessories
prod_019,Smart Fitness Tracker,"Water-resistant fitness tracker with heart-rate, sleep, and SpO2 monitoring. 7-day battery.",in stock,new,129.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_019,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_019.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_019_drift_1x1.mp4,electronics
prod_020,Portable Bluetooth Speaker,"Pocket-sized Bluetooth speaker with 360-degree sound, IPX7 waterproofing, and 20hr playback.",in stock,new,74.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_020,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_020.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_020_drift_1x1.mp4,electronics
